,language_id,id,cladesOrder,clade_id,iso_code,first_node_depth,proximate_node_depth,proximate_node_posterior_probability,ascii_name,utf8_name,description,earliestTimeDepthBound,latestTimeDepthBound,progress,author,foss_stat,glottocode,level0,level1,level2,level3,low_stat,representative,reviewer,rfcWebPath1,rfcWebPath2,soundcompcode,variety,sortRankInClade,sndCompLevel0,sndCompLevel1,sndCompLevel2,sndCompLevel3,entryTimeframe,originalAsciiName,historical,notInExport,distribution,logNormalMean,logNormalOffset,logNormalStDev,normalMean,normalStDev,uniformLower,uniformUpper,latitude,longitude,exampleLanguage,fragmentary,nativeScriptIsRtl,loc_justification
386,292,51812,2,23,pbu,5520,2550,0.63,Pashto,Pashto,,NA,NA,5,Muhammad Kamal Khan,FALSE,yusu1238,6,3,0,0,FALSE,FALSE,NA,,NA,NA,Yusufzai,27,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,34.12,72.46,FALSE,FALSE,FALSE,"Provenance of primary coder near Swabi in Khyber Pakhtunkhwa province, Pakistan."
385,292,51811,3,33,pbu,6981,2550,0.63,Pashto,Pashto,,NA,NA,5,Muhammad Kamal Khan,FALSE,yusu1238,6,3,0,0,FALSE,FALSE,NA,,NA,NA,Yusufzai,27,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,34.12,72.46,FALSE,FALSE,FALSE,"Provenance of primary coder near Swabi in Khyber Pakhtunkhwa province, Pakistan."
76,54,51846,2,23,pes,5520,750,0.38,PersianTehran,Persian: Tehran,,NA,NA,5,Arash Zeini,FALSE,west2369,6,3,0,0,FALSE,FALSE,NA,http://parsi.wiki/dehkhodasearchresult-fa.html?searchtype=0&word=,NA,NA,,82,7,0,0,0,NA,Persian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.7,51.4,FALSE,FALSE,FALSE,"City of Tehran, capital of modern Iran"
75,54,51845,3,33,pes,6981,750,0.38,PersianTehran,Persian: Tehran,,NA,NA,5,Arash Zeini,FALSE,west2369,6,3,0,0,FALSE,FALSE,NA,http://parsi.wiki/dehkhodasearchresult-fa.html?searchtype=0&word=,NA,NA,,82,7,0,0,0,NA,Persian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.7,51.4,FALSE,FALSE,FALSE,"City of Tehran, capital of modern Iran"
220,176,51916,3,11,pox,3663,650,1,Polabian,Polabian,Extinct West Slavic language documented in a few sources from the turn of the 17th to 18th centuries AD,NA,NA,5,Lechosław Jocz,FALSE,pola1255,7,2,2,0,FALSE,FALSE,NA,,NA,NA,,78,3,2,0,0,NA,Polabian,TRUE,FALSE,N,NA,NA,NA,320,20,NA,NA,52.94,11.13,FALSE,FALSE,FALSE,"Set in Klennow (near Wustrow), the home village of the main informant for the richest available documentation of Polabian, by Christian Hennig von Jessen.  For details, see Polański & Sehnert (1967: 15)."
221,176,51917,2,12,pox,3663,650,1,Polabian,Polabian,Extinct West Slavic language documented in a few sources from the turn of the 17th to 18th centuries AD,NA,NA,5,Lechosław Jocz,FALSE,pola1255,7,2,2,0,FALSE,FALSE,NA,,NA,NA,,78,3,2,0,0,NA,Polabian,TRUE,FALSE,N,NA,NA,NA,320,20,NA,NA,52.94,11.13,FALSE,FALSE,FALSE,"Set in Klennow (near Wustrow), the home village of the main informant for the richest available documentation of Polabian, by Christian Hennig von Jessen.  For details, see Polański & Sehnert (1967: 15)."
222,176,51918,1,46,pox,3663,650,1,Polabian,Polabian,Extinct West Slavic language documented in a few sources from the turn of the 17th to 18th centuries AD,NA,NA,5,Lechosław Jocz,FALSE,pola1255,7,2,2,0,FALSE,FALSE,NA,,NA,NA,,78,3,2,0,0,NA,Polabian,TRUE,FALSE,N,NA,NA,NA,320,20,NA,NA,52.94,11.13,FALSE,FALSE,FALSE,"Set in Klennow (near Wustrow), the home village of the main informant for the richest available documentation of Polabian, by Christian Hennig von Jessen.  For details, see Polański & Sehnert (1967: 15)."
77,55,51910,3,11,pol,3663,400,1,Polish,Polish,Standard Polish,NA,NA,5,Lechosław Jocz,FALSE,poli1260,7,2,2,0,FALSE,FALSE,NA,http://sjp.pwn.pl/szukaj/,NA,NA,Standard,71,3,2,0,0,NA,Polish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,52.23,21.01,TRUE,FALSE,FALSE,"Set on Warsaw, as the current capital of Poland"
78,55,51911,2,12,pol,3663,400,1,Polish,Polish,Standard Polish,NA,NA,5,Lechosław Jocz,FALSE,poli1260,7,2,2,0,FALSE,FALSE,NA,http://sjp.pwn.pl/szukaj/,NA,NA,Standard,71,3,2,0,0,NA,Polish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,52.23,21.01,TRUE,FALSE,FALSE,"Set on Warsaw, as the current capital of Poland"
79,55,51912,1,46,pol,3663,400,1,Polish,Polish,Standard Polish,NA,NA,5,Lechosław Jocz,FALSE,poli1260,7,2,2,0,FALSE,FALSE,NA,http://sjp.pwn.pl/szukaj/,NA,NA,Standard,71,3,2,0,0,NA,Polish,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,52.23,21.01,TRUE,FALSE,FALSE,"Set on Warsaw, as the current capital of Poland"
80,56,52094,3,5,por,5564,950,1,Portuguese,Portuguese,,NA,NA,5,Kim Schulte,FALSE,port1283,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Standard European Portuguese.,94,2,1,0,0,NA,Portuguese,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.2,-8.4,FALSE,FALSE,FALSE,"Set in Coimbra, in the area between Figueria da Foz and Guarda, popularly considered to be where “the best” Portuguese is spoken.  In particular, Coimbra, as home to the oldest and most venerable university in Portugal, plays an important role in establishing what is accepted in the standard language. "
82,56,52096,1,34,por,5564,950,1,Portuguese,Portuguese,,NA,NA,5,Kim Schulte,FALSE,port1283,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Standard European Portuguese.,94,2,1,0,0,NA,Portuguese,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.2,-8.4,FALSE,FALSE,FALSE,"Set in Coimbra, in the area between Figueria da Foz and Guarda, popularly considered to be where “the best” Portuguese is spoken.  In particular, Coimbra, as home to the oldest and most venerable university in Portugal, plays an important role in establishing what is accepted in the standard language. "
81,56,52095,2,51,por,5564,950,1,Portuguese,Portuguese,,NA,NA,5,Kim Schulte,FALSE,port1283,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Standard European Portuguese.,94,2,1,0,0,NA,Portuguese,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.2,-8.4,FALSE,FALSE,FALSE,"Set in Coimbra, in the area between Figueria da Foz and Guarda, popularly considered to be where “the best” Portuguese is spoken.  In particular, Coimbra, as home to the oldest and most venerable university in Portugal, plays an important role in establishing what is accepted in the standard language. "
417,305,52097,3,5,por,5564,50,1,PortugueseBrazilian,Portuguese: Brazilian,,NA,NA,4,Tiago Tresoldi,FALSE,braz1246,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,96,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,38,-10.5,FALSE,FALSE,FALSE,"Set in Atlantic just off Portugal, to keep the IE-CoR map zoomed in on Eurasia"
419,305,52099,1,34,por,5564,50,1,PortugueseBrazilian,Portuguese: Brazilian,,NA,NA,4,Tiago Tresoldi,FALSE,braz1246,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,96,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,38,-10.5,FALSE,FALSE,FALSE,"Set in Atlantic just off Portugal, to keep the IE-CoR map zoomed in on Eurasia"
418,305,52098,2,51,por,5564,50,1,PortugueseBrazilian,Portuguese: Brazilian,,NA,NA,4,Tiago Tresoldi,FALSE,braz1246,9,1,1,0,FALSE,FALSE,NA,,NA,NA,,96,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,38,-10.5,FALSE,FALSE,FALSE,"Set in Atlantic just off Portugal, to keep the IE-CoR map zoomed in on Eurasia"
344,266,51762,2,24,pan,5520,400,1,Punjabi,Punjabi,"Punjabi:  one of the major languages of Pakistan, as well as one of the 22 recognized languages of India, and an official language of the Indian state of Punjab.",NA,NA,5,Liudmila Khokhlova,FALSE,panj1256,6,1,0,0,FALSE,FALSE,NA,,NA,NA,Indian Punjabi,66,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,31.633,74.872,FALSE,FALSE,FALSE,"Set on Amritsar, state of Punjab, India"
343,266,51761,3,33,pan,6981,400,1,Punjabi,Punjabi,"Punjabi:  one of the major languages of Pakistan, as well as one of the 22 recognized languages of India, and an official language of the Indian state of Punjab.",NA,NA,5,Liudmila Khokhlova,FALSE,panj1256,6,1,0,0,FALSE,FALSE,NA,,NA,NA,Indian Punjabi,66,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,31.633,74.872,FALSE,FALSE,FALSE,"Set on Amritsar, state of Punjab, India"
384,291,51834,2,23,,5520,750,1,RajiBarzoki,Raji: Barzoki,,NA,NA,5,Mahnaz Talebi and Erik Anonby,FALSE,cent2264,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,72,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,33.79,51.22,FALSE,FALSE,FALSE,"These are the coordinates for the town of Barzok, where the language data were collected."
383,291,51833,3,33,,6981,750,1,RajiBarzoki,Raji: Barzoki,,NA,NA,5,Mahnaz Talebi and Erik Anonby,FALSE,cent2264,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,72,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,33.79,51.22,FALSE,FALSE,FALSE,"These are the coordinates for the town of Barzok, where the language data were collected."
86,59,52034,3,5,ron,5564,850,1,Romanian,Romanian,,NA,NA,5,Kim Schulte,FALSE,roma1327,9,1,1,0,FALSE,FALSE,NA,https://dexonline.ro/definitie/,NA,NA,,23,2,5,0,0,NA,Romanian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.45,25.46,FALSE,FALSE,FALSE,"Set in the Carpathians (the Bucegi mountains south of Brașov), as the transition between southern and Transylvanian dialects of Romanian. "
88,59,52036,1,34,ron,5564,850,1,Romanian,Romanian,,NA,NA,5,Kim Schulte,FALSE,roma1327,9,1,1,0,FALSE,FALSE,NA,https://dexonline.ro/definitie/,NA,NA,,23,2,5,0,0,NA,Romanian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.45,25.46,FALSE,FALSE,FALSE,"Set in the Carpathians (the Bucegi mountains south of Brașov), as the transition between southern and Transylvanian dialects of Romanian. "
87,59,52035,2,51,ron,5564,850,1,Romanian,Romanian,,NA,NA,5,Kim Schulte,FALSE,roma1327,9,1,1,0,FALSE,FALSE,NA,https://dexonline.ro/definitie/,NA,NA,,23,2,5,0,0,NA,Romanian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,45.45,25.46,FALSE,FALSE,FALSE,"Set in the Carpathians (the Bucegi mountains south of Brașov), as the transition between southern and Transylvanian dialects of Romanian. "
89,60,51937,3,11,rus,3663,700,1,Russian,Russian,Standard Russian,NA,NA,5,Lechosław Jocz,FALSE,russ1263,7,2,3,0,FALSE,FALSE,NA,http://gramota.ru/slovari/dic/?all=x&word=,NA,NA,Standard,50,3,1,0,0,NA,Russian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,55.75,37.62,TRUE,FALSE,FALSE,"Set on Moscow, as the capital of Russia"
90,60,51938,2,12,rus,3663,700,1,Russian,Russian,Standard Russian,NA,NA,5,Lechosław Jocz,FALSE,russ1263,7,2,3,0,FALSE,FALSE,NA,http://gramota.ru/slovari/dic/?all=x&word=,NA,NA,Standard,50,3,1,0,0,NA,Russian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,55.75,37.62,TRUE,FALSE,FALSE,"Set on Moscow, as the capital of Russia"
91,60,51939,1,47,rus,3663,700,1,Russian,Russian,Standard Russian,NA,NA,5,Lechosław Jocz,FALSE,russ1263,7,2,3,0,FALSE,FALSE,NA,http://gramota.ru/slovari/dic/?all=x&word=,NA,NA,Standard,50,3,1,0,0,NA,Russian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,55.75,37.62,TRUE,FALSE,FALSE,"Set on Moscow, as the capital of Russia"
309,249,51946,3,11,rue,3663,750,1,Rusyn,Rusyn,"East Slavic minority language spoken in the Carpathians and surrounding regions, showing (depending on the particular dialect) admixtures of West and South Slavic features. Rusyn as spoken in Toruń (Transcarpathian Ukraine) and documented by Nikolaev & Tolstaâ (2001)",NA,NA,5,Lechosław Jocz,FALSE,rusy1239,7,2,3,0,FALSE,FALSE,NA,,NA,NA,Toruń dialect (Transcarpathian Ukraine),63,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,48.67,23.6,FALSE,FALSE,FALSE,Set on the village of Toruń in the Transcarpathia (Zakarpattia) province of Ukraine
310,249,51947,2,12,rue,3663,750,1,Rusyn,Rusyn,"East Slavic minority language spoken in the Carpathians and surrounding regions, showing (depending on the particular dialect) admixtures of West and South Slavic features. Rusyn as spoken in Toruń (Transcarpathian Ukraine) and documented by Nikolaev & Tolstaâ (2001)",NA,NA,5,Lechosław Jocz,FALSE,rusy1239,7,2,3,0,FALSE,FALSE,NA,,NA,NA,Toruń dialect (Transcarpathian Ukraine),63,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,48.67,23.6,FALSE,FALSE,FALSE,Set on the village of Toruń in the Transcarpathia (Zakarpattia) province of Ukraine
311,249,51948,1,47,rue,3663,750,1,Rusyn,Rusyn,"East Slavic minority language spoken in the Carpathians and surrounding regions, showing (depending on the particular dialect) admixtures of West and South Slavic features. Rusyn as spoken in Toruń (Transcarpathian Ukraine) and documented by Nikolaev & Tolstaâ (2001)",NA,NA,5,Lechosław Jocz,FALSE,rusy1239,7,2,3,0,FALSE,FALSE,NA,,NA,NA,Toruń dialect (Transcarpathian Ukraine),63,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,48.67,23.6,FALSE,FALSE,FALSE,Set on the village of Toruń in the Transcarpathia (Zakarpattia) province of Ukraine
436,317,51798,2,27,ask,6981,,,SanuviriWama,Saṇu-viri: Wâmâ,"Âṣkuṇu-Saṇu-viri comprises the dialects of three ethnic groups that inhabit portions of upper Laghmân and across the watershed in the middle Pech Valley.  Saṇu-viri is the dialect of the Saṇu people, centered on the village of Wâmâ in the Pech.  Âṣkuṇu-Saṇu-viri has been called ""Ashkun"" in previous literature, after the Âṣkuṇu people of upper Laghmân.",NA,NA,5,Richard Strand,FALSE,ashk1246,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"Saṇu-viri, the dialect of Âṣkuṇu-Saṇu-viri spoken in Wâmâ.",50,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.124,70.751,FALSE,FALSE,FALSE,"Location of the main community, Wâmâ (Sâma)."
435,317,51797,3,33,ask,6981,,,SanuviriWama,Saṇu-viri: Wâmâ,"Âṣkuṇu-Saṇu-viri comprises the dialects of three ethnic groups that inhabit portions of upper Laghmân and across the watershed in the middle Pech Valley.  Saṇu-viri is the dialect of the Saṇu people, centered on the village of Wâmâ in the Pech.  Âṣkuṇu-Saṇu-viri has been called ""Ashkun"" in previous literature, after the Âṣkuṇu people of upper Laghmân.",NA,NA,5,Richard Strand,FALSE,ashk1246,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"Saṇu-viri, the dialect of Âṣkuṇu-Saṇu-viri spoken in Wâmâ.",50,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,35.124,70.751,FALSE,FALSE,FALSE,"Location of the main community, Wâmâ (Sâma)."
266,215,51796,2,27,ask,6981,,,SanuViriWama_Legacy,Saṇu-viri: Wâmâ_Legacy,"Âṣkuṇu-Saṇu-viri comprises the dialects of three ethnic groups that inhabit portions of upper Laghmân and across the watershed in the middle Pech Valley.  Saṇu-viri is the dialect of the Saṇu people, centered on the village of Wâmâ in the Pech.  Âṣkuṇu-Saṇu-viri has been called ""Ashkun"" in previous literature, after the Âṣkuṇu people of upper Laghmân.",NA,NA,5,Richard Strand,FALSE,suru1257,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"Saṇu-viri, the dialect of Âṣkuṇu-Saṇu-viri spoken in Wâmâ.",50,0,0,0,0,NA,Sanu-viriWama,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.124,70.751,FALSE,FALSE,FALSE,"Location of the main community, Wâmâ (Sâma)."
265,215,51795,3,33,ask,6981,,,SanuViriWama_Legacy,Saṇu-viri: Wâmâ_Legacy,"Âṣkuṇu-Saṇu-viri comprises the dialects of three ethnic groups that inhabit portions of upper Laghmân and across the watershed in the middle Pech Valley.  Saṇu-viri is the dialect of the Saṇu people, centered on the village of Wâmâ in the Pech.  Âṣkuṇu-Saṇu-viri has been called ""Ashkun"" in previous literature, after the Âṣkuṇu people of upper Laghmân.",NA,NA,5,Richard Strand,FALSE,suru1257,6,2,0,0,FALSE,FALSE,NA,,NA,NA,"Saṇu-viri, the dialect of Âṣkuṇu-Saṇu-viri spoken in Wâmâ.",50,0,0,0,0,NA,Sanu-viriWama,FALSE,TRUE,_,NA,NA,NA,NA,NA,NA,NA,35.124,70.751,FALSE,FALSE,FALSE,"Location of the main community, Wâmâ (Sâma)."
92,62,52061,3,5,src,5564,550,1,SardinianLogudoro,Sardinian: Logudoro,Logudorese dialect,NA,NA,5,Simone Loi,FALSE,nuor1238,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Logudorese dialect,57,2,4,0,0,NA,Sardinian_Logudoro,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.5,8.85,FALSE,FALSE,FALSE,Set roughly in the geographical centre of the Logudoro-speaking area.
94,62,52063,1,34,src,5564,550,1,SardinianLogudoro,Sardinian: Logudoro,Logudorese dialect,NA,NA,5,Simone Loi,FALSE,nuor1238,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Logudorese dialect,57,2,4,0,0,NA,Sardinian_Logudoro,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.5,8.85,FALSE,FALSE,FALSE,Set roughly in the geographical centre of the Logudoro-speaking area.
93,62,52062,2,51,src,5564,550,1,SardinianLogudoro,Sardinian: Logudoro,Logudorese dialect,NA,NA,5,Simone Loi,FALSE,nuor1238,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Logudorese dialect,57,2,4,0,0,NA,Sardinian_Logudoro,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.5,8.85,FALSE,FALSE,FALSE,Set roughly in the geographical centre of the Logudoro-speaking area.
95,63,52058,3,5,src,5564,550,1,SardinianNuoro,Sardinian: Nuoro,Nuorese (Bitti) dialect (a conservative variety of Logudorese),NA,NA,5,Simone Loi,FALSE,logu1236,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Nuorese (Bitti) dialect (a conservative variety of Logudorese),55,2,4,0,0,NA,Sardinian_Nuoro,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.475,9.382,FALSE,FALSE,FALSE,"Set on the town of Bitti (Bitzi), the dialect used for the IE-CoR data for Nuoro Sardinian."
97,63,52060,1,34,src,5564,550,1,SardinianNuoro,Sardinian: Nuoro,Nuorese (Bitti) dialect (a conservative variety of Logudorese),NA,NA,5,Simone Loi,FALSE,logu1236,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Nuorese (Bitti) dialect (a conservative variety of Logudorese),55,2,4,0,0,NA,Sardinian_Nuoro,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.475,9.382,FALSE,FALSE,FALSE,"Set on the town of Bitti (Bitzi), the dialect used for the IE-CoR data for Nuoro Sardinian."
96,63,52059,2,51,src,5564,550,1,SardinianNuoro,Sardinian: Nuoro,Nuorese (Bitti) dialect (a conservative variety of Logudorese),NA,NA,5,Simone Loi,FALSE,logu1236,9,1,1,0,FALSE,FALSE,NA,,NA,NA,Nuorese (Bitti) dialect (a conservative variety of Logudorese),55,2,4,0,0,NA,Sardinian_Nuoro,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,40.475,9.382,FALSE,FALSE,FALSE,"Set on the town of Bitti (Bitzi), the dialect used for the IE-CoR data for Nuoro Sardinian."
393,296,51816,2,23,srh,5520,1550,1,Sarikoli,Sarikoli,,NA,NA,5,Deborah Kim and Timothy Palmer,FALSE,sari1246,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,30,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,37.77,75.23,FALSE,FALSE,FALSE,"Location of the county seat of the Tashkorgan Tajik Autonomous County, main urban centre where Sarikoli is spoken."
392,296,51815,3,33,srh,6981,1550,1,Sarikoli,Sarikoli,,NA,NA,5,Deborah Kim and Timothy Palmer,FALSE,sari1246,6,3,0,0,FALSE,FALSE,NA,,NA,NA,,30,0,0,0,0,NA,,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,37.77,75.23,FALSE,FALSE,FALSE,"Location of the county seat of the Tashkorgan Tajik Autonomous County, main urban centre where Sarikoli is spoken."
123,95,51886,3,11,hrv,3663,800,1,SerboCroatian,Serbo-Croat,"Standard Serbo-Croat, with transcriptions in Ijekavian pronunciation",NA,NA,5,Lechosław Jocz,FALSE,croa1245,7,2,1,0,FALSE,FALSE,NA,http://hjp.znanje.hr/index.php?show=search_by_id&id=,NA,NA,Standard,30,3,3,0,0,NA,Serbo-Croatian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,44.82,20.47,FALSE,FALSE,FALSE,"Set on Belgrade, as the capital  of Serbia"
124,95,51887,2,12,hrv,3663,800,1,SerboCroatian,Serbo-Croat,"Standard Serbo-Croat, with transcriptions in Ijekavian pronunciation",NA,NA,5,Lechosław Jocz,FALSE,croa1245,7,2,1,0,FALSE,FALSE,NA,http://hjp.znanje.hr/index.php?show=search_by_id&id=,NA,NA,Standard,30,3,3,0,0,NA,Serbo-Croatian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,44.82,20.47,FALSE,FALSE,FALSE,"Set on Belgrade, as the capital  of Serbia"
125,95,51888,1,45,hrv,3663,800,1,SerboCroatian,Serbo-Croat,"Standard Serbo-Croat, with transcriptions in Ijekavian pronunciation",NA,NA,5,Lechosław Jocz,FALSE,croa1245,7,2,1,0,FALSE,FALSE,NA,http://hjp.znanje.hr/index.php?show=search_by_id&id=,NA,NA,Standard,30,3,3,0,0,NA,Serbo-Croatian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,44.82,20.47,FALSE,FALSE,FALSE,"Set on Belgrade, as the capital  of Serbia"
99,65,51744,2,24,sin,5520,3050,1,Sinhalese,Sinhalese,,NA,NA,5,Roland Pooth,FALSE,sinh1246,6,1,0,0,FALSE,FALSE,NA,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/search3advanced?dbname=carter&matchtype=exact&query=,NA,NA,,20,8,0,0,0,NA,Sinhalese,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,6.93,79.86,FALSE,FALSE,FALSE,"Set on Colombo, the capital of Sri Lanka and the cultural centre of the country, where standard Sinhala is a primary language."
98,65,51743,3,33,sin,6981,3050,1,Sinhalese,Sinhalese,,NA,NA,5,Roland Pooth,FALSE,sinh1246,6,1,0,0,FALSE,FALSE,NA,http://dsalsrv02.uchicago.edu/cgi-bin/philologic/search3advanced?dbname=carter&matchtype=exact&query=,NA,NA,,20,8,0,0,0,NA,Sinhalese,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,6.93,79.86,FALSE,FALSE,FALSE,"Set on Colombo, the capital of Sri Lanka and the cultural centre of the country, where standard Sinhala is a primary language."
100,66,51919,3,11,slk,3663,400,0.99,Slovak,Slovak,Standard Slovak,NA,NA,5,Lechosław Jocz,FALSE,slov1269,7,2,2,0,FALSE,FALSE,NA,http://slovnik.azet.sk/pravopis/?q=,NA,NA,Standard,80,3,2,0,0,NA,Slovak,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,48.15,17.11,FALSE,FALSE,FALSE,"Set on Bratislava, as the capital of Slovakia"
101,66,51920,2,12,slk,3663,400,0.99,Slovak,Slovak,Standard Slovak,NA,NA,5,Lechosław Jocz,FALSE,slov1269,7,2,2,0,FALSE,FALSE,NA,http://slovnik.azet.sk/pravopis/?q=,NA,NA,Standard,80,3,2,0,0,NA,Slovak,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,48.15,17.11,FALSE,FALSE,FALSE,"Set on Bratislava, as the capital of Slovakia"
102,66,51921,1,46,slk,3663,400,0.99,Slovak,Slovak,Standard Slovak,NA,NA,5,Lechosław Jocz,FALSE,slov1269,7,2,2,0,FALSE,FALSE,NA,http://slovnik.azet.sk/pravopis/?q=,NA,NA,Standard,80,3,2,0,0,NA,Slovak,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,48.15,17.11,FALSE,FALSE,FALSE,"Set on Bratislava, as the capital of Slovakia"
126,97,51901,3,11,slv,3663,150,0.99,Slovene,Slovene,Standard Slovenian,NA,NA,5,Lechosław Jocz,FALSE,slov1268,7,2,1,0,FALSE,FALSE,NA,http://www.fran.si/193/marko-snoj-slovenski-etimoloski-slovar/,NA,NA,Standard,40,3,3,0,0,NA,Slovenian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.06,14.51,FALSE,FALSE,FALSE,"Set on Ljubljana, as the capital of Slovenia"
127,97,51902,2,12,slv,3663,150,0.99,Slovene,Slovene,Standard Slovenian,NA,NA,5,Lechosław Jocz,FALSE,slov1268,7,2,1,0,FALSE,FALSE,NA,http://www.fran.si/193/marko-snoj-slovenski-etimoloski-slovar/,NA,NA,Standard,40,3,3,0,0,NA,Slovenian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.06,14.51,FALSE,FALSE,FALSE,"Set on Ljubljana, as the capital of Slovenia"
128,97,51903,1,45,slv,3663,150,0.99,Slovene,Slovene,Standard Slovenian,NA,NA,5,Lechosław Jocz,FALSE,slov1268,7,2,1,0,FALSE,FALSE,NA,http://www.fran.si/193/marko-snoj-slovenski-etimoloski-slovar/,NA,NA,Standard,40,3,3,0,0,NA,Slovenian,FALSE,FALSE,_,NA,NA,NA,NA,NA,NA,NA,46.06,14.51,FALSE,FALSE,FALSE,"Set on Ljubljana, as the capital of Slovenia"
329,259,51898,3,11,slv,3663,500,1,SloveneEarlyModern,Slovene: Early Modern,Based on the dictionary of Kastelec & Vorenc from 1680-1710 (Stabej 1997),NA,NA,5,Lechosław Jocz,FALSE,slov1268,7,2,1,0,FALSE,FALSE,NA,,NA,NA,,38,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,305,15,NA,NA,46.06,14.51,FALSE,FALSE,FALSE,"Set on Ljubljana, as the capital of Slovenia"
330,259,51899,2,12,slv,3663,500,1,SloveneEarlyModern,Slovene: Early Modern,Based on the dictionary of Kastelec & Vorenc from 1680-1710 (Stabej 1997),NA,NA,5,Lechosław Jocz,FALSE,slov1268,7,2,1,0,FALSE,FALSE,NA,,NA,NA,,38,0,0,0,0,NA,,TRUE,FALSE,N,NA,NA,NA,305,15,NA,NA,46.06,14.51,FALSE,FALSE,FALSE,"Set on Ljubljana, as the capital of Slovenia"
